서지ID,제목,저자,출판사,출판년,청구기호,분류기호,분류항목,주제어,검색청구기호
CATTOC000000700821,Homegrown terror and American jihadists : addressing the threat,"Perkins, Samuel J.",Nova Science Publishers,2011,363.32516 H765,363.32516,,,363
CATTOC000000656526,세상에서 가장 흥미로운 철학 이야기,이동희,휴머니스트,2010,102 이225ㅅ,102,,,102
CATTOC000000810586,네가 아는 상식 그게 철학이야,김의수,시간의물레,2017,102 김68ㄴ,102,,,102
CATTOC000000631639,로봇이 인간이 될 수 있을까? : 수수께끼와 역설의 유쾌한 철학 퍼즐,"Cave, Peter",사계절,2009,102 C378c K,102,,,102
CATTOC000000654752,Cursus philosophiae / Editio tertia,"Grenier, Henri",Edidit Le Sminaire de Qubec,1948,102 G827c 1948,102,,,102
CATTOC000000646888,관계의 세계,김구산,울림사,2010,102 김17ㄱ,102,,,102
CATTOC000000644740,돼지가 과학에 빠진 날,"Law, Stephen",김영사,2008,102 L416p 2006/ K,102,,,102
CATTOC000000779093,행복한 인생설계를 위한 생활철학,남상문,양서원,2015,102 남51ㅎ,102,,,102
CATTOC000000769960,철학 주식회사 : 미생 플라톤의 직장생활 체험기,"Pepin, Charles",이숲,2015,102 P422pl K,102,,,102
CATTOC000000778154,만남의 철학 : 김상봉과 고명섭의 철학 대담,김상봉,길,2015,102 김51ㅁ,102,,,102
CATTOC000000755392,통합사유철학강의,김유정,자유정신사,2014,102 김67ㅌ,102,,,102
CATTOC000000610695,"필로소피컬 저니: 철학과 역사, 문학의 영역을 사뿐히 넘나드는 7일간의 달콤한 철학 여행",서정욱,함께읽는책,2008,102 서73ㅍ,102,,,102
CATTOC000000560479,Schattenseiten : Vom Boeson oder Negativen,"Jullien, François",Diaphanes,2005,102 J94 o G,102,,,102
CATTOC000000539019,(학생들과 부모들을 위한) 전래 동화 속의 철학,이종란,철학과 현실사,2005,102 이75ㅈ,102,,,102
CATTOC000000841516,"꿀벌과 철학자 : 아리스토텔레스에서 니체까지, 왜 철학자들은 꿀벌의 세계에 탐닉했는가","Tavoillot, François",미래의창,2018,102 T234a K,102,,,102
CATTOC000000588558,가치 청바지: 동·서양의 가치는 화해할 수 있을까?,김교빈,웅진지식하우스,2007,102 가819,102,,,102
CATTOC000000633721,서사철학 : 이야기 탐구의 아이리스,김용석,휴머니스트,2009,102 김66ㅅ,102,,,102
CATTOC000000826227,시공 분리가 초래한 인류 역사의 잘못된 흐름,한가람,렛츠북,2017,102 한11ㅅ,102,,,102
CATTOC000000537391,哲學的慰藉,"De Botton, Alain",究竟,2001,102 D278c C,102,,,102
CATTOC000000522852,(하일지의) '나'를 찾아서: 청소년을 위한 철학 에세이,하일지,민음사,2006,102 하69ㄴ,102,,,102
CATTOC000000596184,철학이란 무엇입니까,강영안,효형,2008,102 철915,102,,,102
CATTOC000000056825,新 철학에세이,강영계,참꼴,1989,102 강64ㅅ,102,,,102
CATTOC000000056830,哲學槪論,궁본화길,岩波書店,1936,102 궁45ㅊ,102,,,102
CATTOC000000856650,철학적 인생론 : 『철학과 현실』특집,철학문화연구소,철학과현실사,2019,102 철911,102,,,102
CATTOC000000165885,The dawn of philosophy : a philosophical primer,"Misch, Georg",Routledge & Kegan Paul,1950,102 M678w,102,,,102
CATTOC000000165886,Think and live,"Morrison, Bakewell",Bruce,1937,102 M878,102,,,102
CATTOC000000400509,素心雜記,영목 용사,素心書屋,1929,102 영35ㅅ,102,,,102
CATTOC000000504093,In search of wisdom : one philosopher's journey,금도 우신,LTCB International Library Trust/International House of Japan,2004,102 금225ㅈ E,102,,,102
CATTOC000000659865,"인간을 이해하는 아홉 가지 단어: 소수자에서 사이보그까지, 인간 존재를 묻는 철학 키워드",한국철학사상연구회,동녘,2010,102 한17ㅇ,102,,,102
CATTOC000000386871,철학에세이,김형석,靑木文化社,1987,102 철91,102,,,102
CATTOC000000393258,"피노키오는 사람인가, 인형인가?: 알콩탈콩 읽을수록 재미있는 철학이야기",양운덕,창작과비평사,2001,102 양67ㅍ,102,,,102
CATTOC000000521416,세상 청바지: 정의로운 사회는 가능할까?,김창호,웅진씽크빅,2005,102 세51,102,,,102
CATTOC000000517945,철학 에세이/ 개정4판,조성오,동녘,2005,102 조53ㅊ 2005,102,,,102
CATTOC000000513092,두 글자의 철학: '혼합의 시대'를 즐기는 인간의 조건,김용석,푸른숲,2005,102 김66ㄷ,102,,,102
CATTOC000000522783,The philosophy files : What's it all about?,"Law, Stephen",Orion Children's books,2006,102 L416p,102,,,102
CATTOC000000727326,철학의 발견,장건익,사월의책,2013,102 장13ㅊ,102,,,102
CATTOC000000744222,철학자 구보 씨의 세상 생각,문성원,알렙,2013,102 문53ㅊ,102,,,102
CATTOC000000737545,高校生のための評論文キーワード100,중산 원,筑摩書房,2005,102 중51ㄱ,102,,,102
CATTOC000000733786,철학 무게를 벗다 : 끊임없는 지식의 유혹,남청,자유로운상상,2013,102 남813ㅊ,102,,,102
CATTOC000000757365,"아나스타시아. 8, 새문명","Megre, Vladimir",한글샘,2014,102 M497ah K,102,,,102
CATTOC000000764011,"숨 막혀 죽겠거든, 철학하라 : 인생의 힘든 고비에서 나를 잡아준 책들",홍정,인간사랑,2014,102 홍73ㅅ,102,,,102
CATTOC000000761498,철학의 시작 : 나와 세상을 위한 용기 있는 질문들,김종옥,생각학교,2014,102 김75ㅊ,102,,,102
CATTOC000000766135,"(세상이 다르게 보이고 내가 바뀌는) 철학 비타민 : 소크라테스부터 샌델까지, 잠들 수 없을 만큼 재미있는 철학 이야기",부증 장성,부키,2014,102 부78ㅁ K,102,,,102
CATTOC000000757495,손에 잡히는 철학,김해영,문화문고,2014,102 김925ㅅ,102,,,102
CATTOC000000740975,철학 소녀와 좀비의 탐험,부증 장성,상상비행,2013,102 부78ㅇ K,102,,,102
CATTOC000000770936,시작하는 철학여행자를 위한 안내서 : 잃어버린 나를 찾아서,심강현,궁리,2015,102 심11ㅅ,102,,,102
CATTOC000000748227,철학 한 스푼,유헌식,이숲,2014,102 유93ㅊ,102,,,102
CATTOC000000720860,철학 오디세이: 초보자를 위한 지혜의 탐험/ 개정판,"Wittschier, Michael",북&월드,2013,102 W832e K/2013,102,,,102
CATTOC000000762675,"철학, 나 좀 도와줘! : 얄팍한 생각 때문에 삶이 피곤한 당신을 위한 필수 철학 실용서",부증 장성,카시오페아,2014,102 부78ㅅ K,102,,,102
CATTOC000000760033,철학의 문 : 살면서 물어야 할 것들,심귀연,경상대학교출판부,2014,102 심17ㅊ,102,,,102
CATTOC000000756183,철학자와 하녀 : 하루하루를 살아가는 마이너리티의 철학,고병권,메디치,2014,102 고44ㅊ,102,,,102
CATTOC000000681345,In-game : from immersion to incorporation,"Calleja, Gordon",MIT Press,2011,794.8 C157i,794.8,,,794.8
CATTOC000000676695,Interactive storytelling for video games : a player-centered approach to creating memorable characters and stories,"Lebowitz, Josiah",Focal Press / Elsevier,2011,794.8 L449i,794.8,,,794.8
CATTOC000000662141,Perceiving play : the art and study of computer games,"Mortensen, Torill Elvira",Peter Lang,2009,794.8 M887p,794.8,,,794.8
CATTOC000000676408,Games of empire: global capitalism and video games,"Dyer-Witheford, Nick",University of Minnesota Press,2009,794.8 D996g,794.8,,,794.8
CATTOC000000606538,Pikachu's global adventure : the rise and fall of Poke>mon,"Tobin, Joseph Jay",Duke University Press,2004,794.8 P635,794.8,,,794.8
CATTOC000000605094,Understanding video games : the essential introduction,"Egenfeldt-Nielsen, Simon",Routledge,2008,794.8 E29u,794.8,,,794.8
CATTOC000000669826,"(짬짬이 즐기는) 게임의 역사: 콘솔,아케이드 게임의 모든것",크라이프,화약고,2008,794.8 크231ㄱ,794.8,,,794.8
CATTOC000000676418,"Quests : design, theory, and history in games and narratives","Howard, Jeff",A. K. Peters,2008,794.8 H849q,794.8,,,794.8
CATTOC000000693270,"Gaming matters : art, science, magic, and the computer game medium","Ruggill, Judd Ethan",The University of Alabama Press,2011,794.8 R931g,794.8,,,794.8
CATTOC000000673718,Third person : authoring and exploring vast narratives,"Harrigan, Pat",MIT Press,2009,794.8 T445,794.8,,,794.8
CATTOC000000698657,(게임 시나리오를 위한) SF 사전: 알아두어야 할 과학기술·우주·법칙 110,Chronoscape,비즈앤비즈,2012,794.8 C557ㄱ K,794.8,,,794.8
CATTOC000000676416,The art of videogames,"Tavinor, Grant",Wiley-Blackwell,2009,794.8 T234a,794.8,,,794.8
CATTOC000000633185,Racing the beam : the Atari Video computer system,"Montfort, Nick",MIT Press,2009,794.8 M784r,794.8,,,794.8
CATTOC000000704206,"The complete guide to game audio : for composers, musicians, sound designers, and game developers / 2nd ed","Marks, Aaron",Focal Press press,2009,SM 794.8 M346c 2009,794.8,,,794.8
CATTOC000000610807,The Xbox 360 uncloaked : The real strory behind microsoft's next-generation video game console,"다카하시, 딘",Spiderworks,2006,794.8 다821x,794.8,,,794.8
CATTOC000000568994,Game engine toolset development,"Wihlidal, Graham",Thomson Course Technology PTR,2006,794.8 W662g,794.8,,,794.8
CATTOC000000563606,(알기쉬운) 온라인 게임콘텐츠와 디지털 저작권: 실무와 사례를 중심으로,김형렬,진한도서,2003,794.8 김94ㅇ,794.8,,,794.8
CATTOC000000563604,게임기획론,김창배,진한도서,2004,794.8 김811ㄱ,794.8,,,794.8
CATTOC000000562579,Gaming : essays on algorithmic culture,"Galloway, Alexander R.",University of Minnesota Press,2006,794.8 G174g,794.8,,,794.8
CATTOC000000506330,"First person : new media as story, performance, and game","Wardrip-Fruin, Noah",MIT Press,2004,794.8 F527,794.8,,,794.8
CATTOC000000512388,The video game theory reader,"Wolf, Mark J. P.",Routledge,2003,794.8 V652,794.8,,,794.8
CATTOC000000703158,"Playing along : digital games, YouTube, and virtual performance","Miller, Kiri",Oxford University Press,2012,794.8 M648p,794.8,,,794.8
CATTOC000000723792,위대한 게임의 탄생. 2,박일,지앤선,2012,794.8 W948m [v.2,794.8,,,794.8
CATTOC000000745251,마인크래프트 이야기,"Goldberg, Daniel",인간희극,2014,794.8 G618m K,794.8,,,794.8
CATTOC000000723923,Digital cityscapes : merging digital and urban playspaces,"Silva, Adriana de Souza e",Peter Lang,2009,794.8 D574,794.8,,,794.8
CATTOC000000771623,게임 데이터 분석 : 데이터 기반의 게임 개발 접근법,"Thibault, Coupart",에이콘,2014,794.8 T425g K,794.8,,,794.8
CATTOC000000741200,페르시아의 왕자 : 조던 메크너의 게임 개발일지 1985~1993,"Mechner, Jordan",느낌이있는책,2013,794.8 M486m K,794.8,,,794.8
CATTOC000000770674,Push > Start: the art of video games,"Negrone, Jos Bendinelli",Edel Germany,2014,SM 794.8 P987,794.8,,,794.8
CATTOC000000732079,(게임 시나리오를 위한) 밀리터리 사전 : 알아두어야 할 군대·병기·규칙 110,판본 아지,비즈앤비즈,2013,794.8 판45ㄱ K,794.8,,,794.8
CATTOC000000741215,컴퓨터 게임 기술 및 프로세스,권기덕,BM 성안당,2009,794.8 권19ㅋ,794.8,,,794.8
CATTOC000000784763,Blueprints visual scripting for unreal engine : build professional 3D games with Unreal Engine 4's Visual Scripting system,"Sewell, Brenden",Packt,2015,794.8 S516b,794.8,,,794.8
CATTOC000000741394,(The) game graphics,김성완,비엘북스,2013,794.8 G192,794.8,,,794.8
CATTOC000000771974,"(게임, 만화, 소설 등 작품 창작을 위해 꼭 알아두어야 할) 타락천사 사전",삼뢰 요,비즈앤비즈,2015,794.8 삼236ㅇ K,794.8,,,794.8
CATTOC000000732183,(게임 시나리오를 위한) 미스터리 사전 : 알아두어야 할 트릭·이론·규칙 110,미스테리사전편집위원회,비즈앤비즈,2012,794.8 미58ㄱ K,794.8,,,794.8
CATTOC000000741389,전략적 게임학원론,신용훈,북스홀릭,2012,794.8 신66ㅈ,794.8,,,794.8
CATTOC000000755548,超 패미컴,다근 청사,AK,2014,794.8 다18ㅊ K,794.8,,,794.8
CATTOC000000723704,(그래도 우리는) 스마트폰게임을 만든다,유영욱,보리별,2012,794.8 유64ㅅ,794.8,,,794.8
CATTOC000000762279,Numenera,"Cook, Monte","Monte Cook Games, LLC",2013,794.8 N971,794.8,,,794.8
CATTOC000000755193,(클릭하세요) 게임기술,송영덕,대림,2004,794.8 송64ㄱ,794.8,,,794.8
CATTOC000000755202,게임 컨셉 아트 디자인 북,안홍일,한빛미디어,2014,794.8 안95ㄱ,794.8,,,794.8
CATTOC000000689832,The golden age of video games : the birth of a multi-billion dollar industry,"Dillon, Roberto",A K Peters/CRC Press,2011,794.8 D579g,794.8,,,794.8
CATTOC000000741368,(기초부터 배우는) 게임시나리오 : 캐릭터·구성·텍스트,좌좌목 지광,비즈앤비즈,2007,794.8 좌76ㄱ K,794.8,,,794.8
CATTOC000000742378,"Games, learning, and society : learning and meaning in the digital age","Steinkuehler, Constance",Cambridge University Press,2012,794.8 G195,794.8,,,794.8
CATTOC000000773519,"게임을 보는 리걸 프레임, 10개의 판결",김윤명,커뮤니케이션북스,2015,794.8 김67ㄱㅇ,794.8,,,794.8
CATTOC000000805576,How games move us : emotion by design,"Isbister, Katherine",MIT,2016,794.8 I 76h,794.8,,,794.8
CATTOC000000736156,위대한 게임의 탄생. 3,박일,지앤선,2013,794.8 W948m v.3/K,794.8,,,794.8
CATTOC000000824197,Bit by bit : how video games transformed our world,"Ervin, Andrew",Basic,2017,794.8 E73b,794.8,,,794.8
CATTOC000000345037,미소녀 게임의 세계: 일본 게임애니메이션,남창훈,예솔,1998,794.8 남811ㅁ,794.8,,,794.8
CATTOC000000179955,삼국지 7 완전분석: 대륙 통일을 위한 실전 전략과 전술/ 특별판,하헌규,게임아이,2000,794.8 하93ㅅ,794.8,,,794.8
CATTOC000000842637,Game time : understanding temporality in video games,"Hanson, Christopher",Indiana University,2018,794.8 H251g,794.8,,,794.8
CATTOC000000841808,Philosophy through video games,"Cogburn, Jon",Routledge,2009,794.801 C676p,794.801,,,794.801
CATTOC000000854106,"Gaming the system : deconstructing video games, games studies, and virtual worlds","Gunkel, David J",Indiana University,2018,794.801 G975g,794.801,,,794.801
CATTOC000000908018,"Video games, violence, and the ethics of fantasy : killing time","Bartel, Christopher",Bloomsbury Academic,2020,794.801 B283v,794.801,,,794.801
CATTOC000000985811,Fictional Practices of Spirituality I : Interactive Media,"Marcato, Leonardo",transcript,2023,794.801 F448,794.801,,,794.801
CATTOC000000843061,The philosophy of computer games,"Sageng, John Richard",Springer,2012,794.801 P568,794.801,,,794.801
CATTOC000001025253,"게임으로 철학하기 : 재미, 예술성, 장르 등 비디오 게임을 둘러싼 수많은 질문들",주가안,현암사,2026,794.801 주11ㅈ K,794.801,,,794.801
CATTOC000000802838,Video games and creativity,"Green, Garo P",Academic,2015,794.8019 V652,794.8019,,,794.801
CATTOC000000868558,Empathy and violent video games : aggression and prosocial behavior,"Happ, Christian",Palgrave Macmillan,2014,794.8019 H252e,794.8019,,,794.801
CATTOC000000993827,Why it's ok to be a gamer,"Malanowski, Sarah",Routledge,2024,794.8019 M237w,794.8019,,,794.801
CATTOC000000971019,게임의 재발견 : 우리가 잘 몰랐던 게임의 진면목을 알려주는 재미있는 교양서,"Etchells, Pete",Being : 로크미디어,2023,794.8019 E83 l K,794.8019,,,794.801
CATTOC000000511918,"게임 중독, 이제는 해방이다",허준,카푸치노 문고,2005,794.8019 허77ㄱ,794.8019,,,794.801
CATTOC000000856999,The psychology of Zelda : linking our world to the Legend of Zelda series,"Bean, Anthony M",Smart Pop,2019,794.8019 P974,794.8019,,,794.801
CATTOC000000644147,Music at the margins : popular music and global cultural diversity,"Robinson, Deanna Campbell",Sage Publications,1991,781.63 M987,781.63,,,781.63
CATTOC000000644098,Ju<ju> : a social history and ethnography of an African popular music,"Waterman, Christopher Alan",University of Chicago Press,1990,781.63 W328j,781.63,,,781.63
CATTOC000000366648,대중 음악 속의 철학,김성환,천지,2001,781.63 대77,781.63,,,781.63
CATTOC000000134732,The eloquent baton,"Earhart, Will",M. Witmark,1931,781.63 E12,781.63,,,781.63
CATTOC000000781824,Shine on [sound recording],"McLachlan, Sarah",Verve,2014,AV-c 781.63 M478s,781.63,,,781.63
CATTOC000000784838,"인생, 한 곡 : 김동률 교수의 음악 여행 에세이",김동률,알에이치코리아,2015,781.63 김225ㅇ,781.63,,,781.63
CATTOC000000744149,Rock/music writings,"Graham, Daniel W.",Primary Information,2009,781.63 G738r,781.63,,,781.63
